Number,MSE,SSIM,file,Truth_route,Generation_route
0,0.0082827834412455,0.8738303511780648,885.jpg,/home/fbn/Dataset Mnist - NMnist/MNIST/Test/0,/home/fbn/Dataset Mnist - NMnist/TEST GENERATIONS 10K/default_0/Generations
0,0.0067624691873788,0.9434071640707244,7811.jpg,/home/fbn/Dataset Mnist - NMnist/MNIST/Test/0,/home/fbn/Dataset Mnist - NMnist/TEST GENERATIONS 10K/default_0/Generations
0,0.0099853472784161,0.9104933493331936,3609.jpg,/home/fbn/Dataset Mnist - NMnist/MNIST/Test/0,/home/fbn/Dataset Mnist - NMnist/TEST GENERATIONS 10K/default_0/Generations
0,0.0117795160040259,0.8926876742885379,5594.jpg,/home/fbn/Dataset Mnist - NMnist/MNIST/Test/0,/home/fbn/Dataset Mnist - NMnist/TEST GENERATIONS 10K/default_0/Generations
0,0.0085779223591089,0.8778634960955578,3805.jpg,/home/fbn/Dataset Mnist - NMnist/MNIST/Test/0,/home/fbn/Dataset Mnist - NMnist/TEST GENERATIONS 10K/default_0/Generations
0,0.01413294672966,0.8703297746775687,1724.jpg,/home/fbn/Dataset Mnist - NMnist/MNIST/Test/0,/home/fbn/Dataset Mnist - NMnist/TEST GENERATIONS 10K/default_0/Generations
0,0.0070746727287769,0.8820419737007007,1505.jpg,/home/fbn/Dataset Mnist - NMnist/MNIST/Test/0,/home/fbn/Dataset Mnist - NMnist/TEST GENERATIONS 10K/default_0/Generations
0,0.005535724107176,0.9352395818376344,7874.jpg,/home/fbn/Dataset Mnist - NMnist/MNIST/Test/0,/home/fbn/Dataset Mnist - NMnist/TEST GENERATIONS 10K/default_0/Generations
0,0.0074982545338571,0.918067943828165,4187.jpg,/home/fbn/Dataset Mnist - NMnist/MNIST/Test/0,/home/fbn/Dataset Mnist - NMnist/TEST GENERATIONS 10K/default_0/Generations
0,0.0057204253971576,0.9229532668967384,6182.jpg,/home/fbn/Dataset Mnist - NMnist/MNIST/Test/0,/home/fbn/Dataset Mnist - NMnist/TEST GENERATIONS 10K/default_0/Generations
0,0.0048934281803667,0.9168305038051172,7386.jpg,/home/fbn/Dataset Mnist - NMnist/MNIST/Test/0,/home/fbn/Dataset Mnist - NMnist/TEST GENERATIONS 10K/default_0/Generations
